Weight,Diameter,Color,Supplier,Country,Season
149,3.37,Orange,Tomatoaster,Turkey,Summer
136,4.56,Red,Obeliskmato,India,Spring
180,9.96,Dark Red,Tomatooryx,Turkey,Fall
195,3.14,Red,Tomatoaster,China,Winter
75,9.33,Orange,Tomatosio,Turkey,Winter
92,5.35,Dark Red,Obeliskmato,India,Summer
212,6.38,Red,Tomatooryx,Turkey,Summer
112,5.08,Dark Red,Tomatosio,India,Spring
58,6.88,Dark Red,Obeliskmato,India,Summer
154,3.73,Red,Obeliskmato,Turkey,Winter
147,4.88,Orange,Tomatooryx,China,Summer
70,4.54,Dark Red,Obeliskmato,Turkey,Summer
81,5.80,Orange,Obeliskmato,USA,Summer
68,4.64,Red,Tomatoaster,Turkey,Spring
136,5.74,Dark Red,Tomatooryx,Brazil,Fall
86,4.99,Orange,Tomatosio,Brazil,Spring
168,9.34,Dark Red,Tomatooryx,USA,Winter
130,9.94,Red,Tomatooryx,China,Summer
133,4.48,Dark Red,Tomatoaster,China,Fall
214,6.97,Dark Red,Tomatosio,USA,Fall
159,8.87,Orange,Tomatoaster,Spain,Fall
144,4.53,Dark Red,Tomatosio,Turkey,Fall
115,3.32,Orange,Tomatoaster,India,Winter
140,5.91,Red,Tomatosio,Brazil,Spring
120,8.00,Dark Red,Tomatoaster,Brazil,Fall
195,3.79,Dark Red,Tomatooryx,Turkey,Winter
134,4.48,Dark Red,Obeliskmato,India,Winter
174,7.72,Orange,Tomatoaster,Spain,Summer
115,4.95,Dark Red,Tomatooryx,Spain,Winter
154,7.01,Orange,Tomatooryx,USA,Winter
149,4.94,Red,Tomatooryx,China,Summer
123,4.49,Red,Obeliskmato,Turkey,Summer
90,4.58,Dark Red,Tomatooryx,Turkey,Spring
129,3.51,Orange,Tomatoaster,China,Summer
216,5.90,Red,Obeliskmato,India,Fall
53,7.08,Orange,Tomatosio,Brazil,Fall
218,5.80,Red,Obeliskmato,China,Spring
128,7.76,Dark Red,Tomatooryx,Brazil,Summer
119,3.75,Dark Red,Tomatooryx,Turkey,Winter
143,9.17,Dark Red,Tomatoaster,Spain,Fall
119,4.89,Dark Red,Obeliskmato,USA,Spring
107,6.09,Dark Red,Tomatoaster,Spain,Summer
137,3.39,Red,Tomatooryx,China,Summer
91,3.68,Red,Tomatooryx,China,Fall
150,4.22,Orange,Obeliskmato,Turkey,Summer
60,3.45,Red,Obeliskmato,India,Summer
192,6.37,Dark Red,Obeliskmato,Brazil,Spring
124,8.25,Dark Red,Obeliskmato,Spain,Winter
205,5.73,Orange,Tomatoaster,USA,Fall
87,3.82,Dark Red,Tomatosio,India,Fall
116,5.35,Red,Obeliskmato,Brazil,Fall
104,3.49,Dark Red,Tomatooryx,China,Fall
137,4.16,Orange,Tomatosio,Spain,Fall
166,9.73,Orange,Tomatooryx,China,Fall
86,3.99,Dark Red,Tomatooryx,Brazil,Spring
100,8.61,Orange,Tomatooryx,Spain,Fall
89,3.53,Red,Obeliskmato,China,Fall
92,5.66,Orange,Tomatooryx,USA,Winter
129,3.00,Dark Red,Obeliskmato,USA,Spring
150,6.84,Red,Tomatosio,Spain,Summer
121,5.56,Dark Red,Tomatoaster,Brazil,Winter
108,4.58,Orange,Tomatooryx,Spain,Fall
134,7.79,Orange,Tomatosio,India,Fall
163,5.66,Orange,Tomatosio,Spain,Winter
91,5.61,Red,Tomatosio,Turkey,Winter
63,4.19,Red,Tomatooryx,Turkey,Spring
143,4.74,Red,Tomatoaster,Turkey,Spring
89,9.03,Orange,Tomatoaster,USA,Summer
165,3.44,Red,Tomatosio,Spain,Fall
111,3.59,Orange,Tomatoaster,Brazil,Summer
99,4.24,Red,Tomatoaster,Turkey,Spring
181,3.01,Orange,Tomatosio,Turkey,Fall
223,8.13,Dark Red,Obeliskmato,Brazil,Fall
201,8.87,Orange,Tomatooryx,Turkey,Fall
142,5.83,Dark Red,Tomatosio,Turkey,Summer
92,3.31,Orange,Tomatosio,Spain,Spring
220,9.22,Dark Red,Tomatooryx,Brazil,Fall
126,8.96,Dark Red,Tomatosio,Turkey,Fall
76,5.48,Dark Red,Tomatoaster,Spain,Fall
214,9.09,Orange,Tomatoaster,Spain,Winter
88,6.16,Dark Red,Tomatooryx,Turkey,Fall
147,3.18,Dark Red,Obeliskmato,China,Winter
106,9.20,Dark Red,Tomatoaster,USA,Winter
135,4.99,Dark Red,Obeliskmato,India,Spring
128,7.06,Dark Red,Obeliskmato,China,Summer
115,3.06,Red,Tomatooryx,China,Summer
146,4.81,Orange,Tomatoaster,Turkey,Summer
158,8.03,Dark Red,Tomatoaster,Spain,Winter
157,9.31,Red,Tomatoaster,Brazil,Summer
137,9.13,Red,Obeliskmato,USA,Spring
51,8.06,Orange,Tomatosio,USA,Winter
210,7.41,Dark Red,Tomatoaster,Spain,Winter
79,3.01,Dark Red,Tomatooryx,Turkey,Summer
211,5.93,Red,Tomatooryx,Turkey,Summer
110,5.82,Red,Tomatooryx,Spain,Winter
155,3.13,Dark Red,Obeliskmato,Spain,Winter
136,8.15,Orange,Tomatosio,Spain,Winter
158,4.32,Red,Tomatooryx,Spain,Spring
110,9.88,Red,Tomatooryx,India,Winter
105,5.11,Orange,Obeliskmato,China,Winter
199,6.92,Orange,Tomatoaster,Spain,Spring
163,6.38,Dark Red,Tomatoaster,USA,Fall
53,5.07,Dark Red,Tomatoaster,Spain,Summer
100,9.37,Dark Red,Tomatooryx,USA,Fall
118,3.57,Dark Red,Tomatooryx,Turkey,Summer
127,4.86,Dark Red,Tomatooryx,India,Summer
180,9.26,Orange,Tomatoaster,Brazil,Winter
188,5.06,Dark Red,Tomatoaster,China,Fall
119,6.03,Orange,Obeliskmato,Brazil,Fall
65,4.73,Orange,Obeliskmato,Turkey,Fall
184,5.92,Dark Red,Tomatooryx,USA,Winter
111,5.14,Dark Red,Tomatosio,USA,Fall
79,4.96,Dark Red,Obeliskmato,Turkey,Summer
174,7.95,Orange,Tomatosio,Brazil,Winter
94,4.73,Red,Tomatooryx,Brazil,Summer
127,3.42,Dark Red,Tomatoaster,China,Summer
112,6.33,Dark Red,Tomatoaster,India,Fall
226,5.74,Dark Red,Tomatosio,China,Summer
110,9.24,Orange,Tomatoaster,USA,Summer
194,5.32,Orange,Tomatosio,Brazil,Spring
113,8.80,Dark Red,Tomatosio,Brazil,Summer
73,6.34,Orange,Tomatooryx,Brazil,Spring
168,8.00,Orange,Tomatooryx,Brazil,Winter
84,3.29,Red,Tomatooryx,India,Spring
155,6.33,Dark Red,Tomatosio,Brazil,Winter
182,5.03,Red,Tomatoaster,Turkey,Summer
169,7.70,Dark Red,Tomatosio,Brazil,Winter
69,5.26,Orange,Tomatooryx,India,Spring
114,5.16,Dark Red,Obeliskmato,India,Winter
50,3.76,Dark Red,Obeliskmato,Turkey,Spring
151,9.25,Dark Red,Obeliskmato,China,Winter
143,8.84,Orange,Tomatoaster,Spain,Fall
176,8.15,Orange,Tomatooryx,China,Winter
133,5.13,Red,Tomatooryx,Spain,Spring
216,6.27,Dark Red,Tomatosio,Spain,Fall
92,7.71,Dark Red,Obeliskmato,Brazil,Winter
128,3.24,Dark Red,Tomatosio,Brazil,Winter
68,9.87,Orange,Tomatoaster,Turkey,Fall
102,6.77,Dark Red,Obeliskmato,Turkey,Spring
110,7.71,Red,Obeliskmato,Spain,Summer
88,5.32,Red,Tomatooryx,India,Summer
116,9.44,Dark Red,Tomatosio,Spain,Winter
124,7.95,Red,Tomatosio,Brazil,Summer
193,3.52,Orange,Obeliskmato,Spain,Fall
119,3.03,Dark Red,Obeliskmato,Brazil,Spring
137,7.56,Orange,Tomatoaster,Spain,Fall
102,3.77,Red,Tomatooryx,Turkey,Spring
102,5.58,Red,Obeliskmato,Turkey,Spring
66,4.95,Dark Red,Obeliskmato,China,Summer
115,3.79,Red,Obeliskmato,India,Summer
119,5.53,Dark Red,Tomatoaster,India,Spring
146,6.23,Dark Red,Obeliskmato,India,Summer
60,8.79,Dark Red,Obeliskmato,China,Spring
116,5.49,Orange,Tomatosio,Turkey,Fall
135,8.38,Orange,Tomatoaster,Brazil,Fall
145,6.91,Dark Red,Tomatosio,Spain,Fall
117,4.32,Red,Tomatosio,India,Fall
144,9.65,Dark Red,Tomatoaster,Brazil,Summer
68,8.84,Orange,Tomatosio,Brazil,Summer
55,7.52,Dark Red,Obeliskmato,Turkey,Spring
154,5.61,Dark Red,Tomatoaster,USA,Summer
217,6.87,Dark Red,Obeliskmato,Brazil,Fall
115,4.03,Red,Obeliskmato,India,Summer
135,3.94,Red,Tomatosio,Spain,Fall
55,4.97,Red,Obeliskmato,Turkey,Spring
112,4.59,Orange,Tomatoaster,India,Winter
104,9.42,Red,Tomatoaster,USA,Fall
142,3.66,Dark Red,Tomatooryx,China,Spring
74,5.03,Red,Obeliskmato,India,Winter
141,4.87,Red,Tomatoaster,Turkey,Fall
118,5.69,Red,Tomatooryx,Brazil,Summer
168,6.13,Red,Tomatosio,USA,Winter
138,4.21,Red,Obeliskmato,India,Winter
207,8.54,Dark Red,Tomatoaster,Spain,Spring
199,6.06,Orange,Tomatoaster,Spain,Spring
65,3.99,Dark Red,Tomatooryx,China,Fall
135,4.25,Dark Red,Obeliskmato,Brazil,Summer
164,5.98,Red,Obeliskmato,Turkey,Spring
110,5.83,Dark Red,Obeliskmato,India,Spring
208,9.49,Orange,Tomatosio,India,Fall
150,3.07,Dark Red,Tomatoaster,Brazil,Winter
119,5.06,Dark Red,Tomatooryx,China,Summer
169,9.95,Red,Obeliskmato,Turkey,Fall
113,3.10,Red,Tomatooryx,China,Spring
72,3.70,Dark Red,Tomatoaster,China,Fall
211,8.22,Orange,Tomatosio,USA,Winter
51,5.59,Red,Tomatosio,China,Fall
176,9.51,Dark Red,Tomatooryx,Brazil,Fall
119,8.34,Red,Obeliskmato,Turkey,Spring
134,5.25,Dark Red,Tomatosio,India,Spring
136,3.25,Dark Red,Tomatosio,China,Summer
178,6.75,Dark Red,Tomatooryx,Spain,Fall
56,5.52,Red,Obeliskmato,India,Winter
56,3.36,Red,Tomatooryx,India,Spring
93,6.26,Red,Tomatoaster,Brazil,Winter
125,3.98,Orange,Obeliskmato,Spain,Fall
149,9.94,Orange,Tomatosio,USA,Winter
110,3.70,Dark Red,Obeliskmato,Turkey,Summer
97,5.31,Orange,Tomatooryx,Turkey,Spring
218,8.42,Dark Red,Tomatosio,Spain,Fall
85,5.09,Red,Obeliskmato,China,Summer
222,7.75,Orange,Tomatosio,Turkey,Fall
168,3.46,Dark Red,Obeliskmato,China,Summer
189,5.15,Orange,Tomatosio,Brazil,Fall
150,8.41,Orange,Obeliskmato,Spain,Winter
128,5.17,Dark Red,Obeliskmato,China,Winter
55,5.35,Red,Tomatooryx,Turkey,Spring
113,9.97,Dark Red,Tomatooryx,USA,Winter
164,4.87,Dark Red,Tomatosio,USA,Spring
229,3.92,Orange,Tomatoaster,USA,Fall
145,9.57,Orange,Tomatosio,Spain,Fall
150,4.02,Dark Red,Obeliskmato,USA,Summer
153,9.28,Dark Red,Tomatosio,USA,Fall
77,3.33,Dark Red,Obeliskmato,Turkey,Summer
195,8.70,Orange,Tomatoaster,Spain,Fall
199,7.39,Dark Red,Tomatosio,India,Winter
181,9.13,Orange,Tomatoaster,USA,Summer
144,5.65,Red,Obeliskmato,India,Winter
168,4.43,Orange,Obeliskmato,Brazil,Fall
55,5.29,Red,Tomatosio,Turkey,Summer
210,7.72,Dark Red,Tomatoaster,USA,Spring
116,5.68,Orange,Tomatooryx,Turkey,Spring
141,5.88,Red,Obeliskmato,Brazil,Spring
195,4.28,Dark Red,Obeliskmato,Spain,Winter
159,5.33,Orange,Tomatoaster,China,Winter
139,4.68,Red,Tomatosio,USA,Summer
179,5.10,Red,Tomatosio,China,Summer
65,5.64,Red,Obeliskmato,China,Summer
189,9.29,Orange,Tomatooryx,India,Spring
70,4.91,Red,Obeliskmato,India,Summer
225,8.32,Dark Red,Tomatoaster,China,Fall
133,3.41,Red,Obeliskmato,India,Fall
66,4.19,Dark Red,Tomatooryx,Brazil,Spring
115,3.07,Red,Obeliskmato,USA,Winter
126,5.33,Orange,Tomatosio,India,Winter
135,5.17,Orange,Tomatoaster,USA,Fall
208,4.19,Orange,Tomatoaster,Brazil,Fall
92,3.15,Dark Red,Tomatoaster,China,Spring
225,6.76,Dark Red,Tomatoaster,Turkey,Summer
51,3.73,Dark Red,Tomatooryx,Turkey,Fall
111,8.58,Orange,Tomatosio,Spain,Fall
218,8.84,Red,Tomatoaster,USA,Summer
69,9.35,Dark Red,Obeliskmato,China,Winter
196,3.02,Orange,Obeliskmato,Turkey,Fall
112,5.07,Dark Red,Tomatoaster,Spain,Summer
129,7.21,Dark Red,Obeliskmato,Turkey,Spring
121,8.78,Orange,Tomatoaster,USA,Winter
102,3.81,Dark Red,Tomatosio,Brazil,Fall
62,4.96,Red,Obeliskmato,China,Summer
154,5.62,Dark Red,Tomatooryx,USA,Spring
142,4.39,Dark Red,Tomatooryx,India,Spring
188,8.14,Dark Red,Tomatosio,Spain,Fall
87,7.69,Orange,Obeliskmato,USA,Summer
113,8.73,Dark Red,Tomatooryx,Turkey,Summer
75,3.14,Red,Tomatooryx,Brazil,Spring
82,5.48,Dark Red,Tomatoaster,Turkey,Spring
92,5.82,Red,Tomatoaster,China,Summer
50,3.79,Dark Red,Tomatooryx,India,Summer
218,5.03,Orange,Tomatoaster,USA,Winter
154,8.77,Red,Tomatosio,Turkey,Summer
166,6.21,Orange,Tomatooryx,Spain,Winter
109,8.97,Dark Red,Tomatoaster,Brazil,Fall
129,4.11,Red,Tomatooryx,Brazil,Winter
115,6.80,Dark Red,Tomatosio,Brazil,Fall
120,9.56,Dark Red,Tomatoaster,USA,Winter
156,5.89,Dark Red,Tomatoaster,USA,Summer
83,5.74,Dark Red,Tomatosio,Turkey,Winter
132,4.10,Orange,Tomatooryx,USA,Fall
115,4.17,Red,Obeliskmato,China,Summer
102,5.87,Orange,Tomatoaster,Spain,Winter
212,3.18,Dark Red,Tomatoaster,India,Summer
201,7.19,Dark Red,Tomatosio,USA,Winter
153,6.45,Dark Red,Obeliskmato,Brazil,Fall
69,4.72,Dark Red,Tomatooryx,Turkey,Spring
107,4.67,Red,Obeliskmato,China,Fall
100,3.21,Orange,Tomatoaster,Spain,Fall
186,5.30,Dark Red,Tomatosio,Brazil,Winter
183,5.73,Orange,Tomatosio,Turkey,Fall
86,5.37,Red,Obeliskmato,India,Summer
101,5.08,Dark Red,Tomatosio,Brazil,Winter
223,3.66,Orange,Tomatosio,Spain,Winter
62,4.93,Orange,Tomatooryx,Spain,Spring
174,9.18,Dark Red,Tomatooryx,USA,Spring
125,7.94,Red,Obeliskmato,Turkey,Summer
169,8.23,Dark Red,Tomatoaster,USA,Spring
230,6.53,Dark Red,Tomatosio,China,Fall
92,9.53,Dark Red,Tomatooryx,India,Spring
58,5.36,Red,Obeliskmato,China,Spring
81,5.51,Red,Obeliskmato,China,Summer
118,5.30,Dark Red,Tomatosio,Turkey,Spring
53,7.92,Red,Tomatosio,Spain,Spring
208,3.16,Orange,Tomatosio,Spain,Fall
156,8.30,Orange,Tomatoaster,China,Fall
208,5.79,Dark Red,Tomatoaster,Spain,Fall
126,8.47,Red,Tomatoaster,USA,Winter
159,9.14,Red,Tomatoaster,Turkey,Spring
212,5.84,Dark Red,Tomatooryx,Brazil,Spring
135,3.10,Dark Red,Obeliskmato,China,Summer
112,8.93,Orange,Tomatoaster,USA,Fall
131,5.89,Dark Red,Obeliskmato,India,Winter
128,6.70,Orange,Tomatosio,Brazil,Summer
132,3.62,Red,Obeliskmato,Brazil,Fall
147,5.29,Dark Red,Tomatoaster,Turkey,Summer
57,6.00,Red,Tomatosio,China,Spring
61,6.48,Dark Red,Tomatoaster,Turkey,Fall
118,6.58,Dark Red,Obeliskmato,Turkey,Summer
200,5.42,Dark Red,Tomatosio,India,Spring
149,7.52,Orange,Tomatoaster,Turkey,Fall
109,3.00,Dark Red,Tomatosio,USA,Summer
154,4.03,Dark Red,Obeliskmato,China,Summer
176,5.24,Dark Red,Obeliskmato,India,Spring
87,5.12,Red,Obeliskmato,India,Spring
107,9.49,Dark Red,Tomatosio,USA,Fall
208,5.32,Dark Red,Tomatoaster,India,Spring
120,3.57,Red,Tomatosio,Turkey,Summer
102,6.06,Red,Obeliskmato,India,Winter
194,7.03,Orange,Tomatoaster,Brazil,Winter
168,7.36,Dark Red,Tomatosio,India,Fall
228,5.52,Dark Red,Tomatosio,Brazil,Fall
114,3.80,Red,Tomatooryx,China,Summer
114,9.61,Red,Tomatoaster,Spain,Spring
175,6.04,Dark Red,Tomatosio,Brazil,Winter
117,3.67,Dark Red,Tomatoaster,Spain,Winter
140,6.43,Orange,Tomatoaster,USA,Winter
229,7.82,Red,Tomatoaster,Brazil,Fall
131,8.44,Red,Tomatoaster,India,Spring
147,4.19,Dark Red,Obeliskmato,Turkey,Winter
102,8.33,Red,Obeliskmato,China,Fall
83,5.47,Red,Obeliskmato,India,Summer
138,7.60,Dark Red,Tomatoaster,USA,Fall
142,4.38,Dark Red,Tomatooryx,India,Summer
105,5.69,Dark Red,Tomatosio,Spain,Winter
100,6.51,Dark Red,Tomatosio,USA,Fall
64,7.07,Orange,Tomatoaster,Spain,Winter
179,3.21,Orange,Tomatoaster,Brazil,Winter
222,7.99,Dark Red,Tomatosio,Brazil,Fall
77,9.46,Red,Obeliskmato,Brazil,Fall
65,5.66,Dark Red,Obeliskmato,China,Winter
124,4.91,Dark Red,Obeliskmato,China,Summer
189,9.41,Orange,Tomatoaster,USA,Fall
81,7.90,Dark Red,Tomatooryx,Turkey,Winter
126,4.57,Red,Obeliskmato,India,Winter
146,5.76,Dark Red,Obeliskmato,India,Spring
120,3.14,Dark Red,Obeliskmato,India,Spring
77,5.98,Dark Red,Tomatosio,India,Fall
141,5.99,Orange,Tomatosio,USA,Summer
60,9.80,Orange,Tomatosio,USA,Winter
182,9.94,Dark Red,Obeliskmato,Brazil,Fall
123,3.01,Dark Red,Tomatooryx,Spain,Spring
185,5.83,Dark Red,Tomatosio,USA,Fall
149,5.43,Red,Tomatoaster,India,Summer
68,9.83,Dark Red,Tomatooryx,China,Summer
85,3.36,Dark Red,Obeliskmato,Spain,Fall
69,5.81,Red,Obeliskmato,India,Spring
94,4.63,Red,Tomatoaster,China,Winter
200,7.43,Orange,Tomatosio,USA,Winter
65,4.99,Dark Red,Obeliskmato,Brazil,Winter
188,4.45,Dark Red,Obeliskmato,China,Summer
166,3.18,Dark Red,Tomatosio,Spain,Fall
97,9.72,Dark Red,Obeliskmato,China,Spring
204,4.19,Dark Red,Obeliskmato,China,Fall
133,7.43,Red,Tomatooryx,USA,Winter
168,7.69,Orange,Tomatosio,China,Winter
122,8.74,Orange,Tomatosio,Brazil,Fall
213,3.05,Orange,Obeliskmato,Turkey,Fall
80,5.18,Dark Red,Tomatooryx,Brazil,Winter
55,4.75,Red,Tomatooryx,Turkey,Winter
176,5.80,Dark Red,Tomatosio,Brazil,Winter
126,5.31,Red,Obeliskmato,Turkey,Winter
176,3.91,Red,Tomatosio,Brazil,Fall
169,7.01,Orange,Tomatosio,Brazil,Fall
149,7.28,Dark Red,Obeliskmato,Turkey,Spring
118,8.18,Dark Red,Tomatoaster,USA,Fall
124,3.74,Orange,Tomatoaster,Brazil,Winter
144,6.68,Dark Red,Tomatoaster,Spain,Fall
223,8.63,Dark Red,Tomatoaster,USA,Fall
112,5.59,Dark Red,Tomatooryx,India,Spring
225,7.00,Orange,Tomatoaster,Spain,Winter
57,9.80,Red,Obeliskmato,USA,Summer
50,3.32,Red,Obeliskmato,Turkey,Spring
74,5.47,Orange,Obeliskmato,USA,Winter
151,5.68,Red,Tomatoaster,Spain,Winter
126,4.37,Red,Tomatosio,Turkey,Spring
129,3.83,Dark Red,Tomatooryx,India,Spring
151,6.04,Dark Red,Tomatoaster,Spain,Winter
163,9.01,Dark Red,Tomatoaster,USA,Summer
133,3.28,Red,Obeliskmato,India,Summer
154,9.59,Dark Red,Tomatoaster,India,Winter
197,5.13,Dark Red,Tomatoaster,USA,Fall
191,6.56,Orange,Tomatoaster,Turkey,Spring
181,6.73,Red,Tomatooryx,India,Spring
87,9.06,Orange,Tomatosio,USA,Summer
106,7.40,Dark Red,Tomatoaster,Spain,Fall
182,5.72,Dark Red,Tomatoaster,Spain,Fall
99,4.09,Dark Red,Tomatooryx,Turkey,Summer
73,6.64,Dark Red,Tomatooryx,China,Fall
103,6.51,Red,Tomatoaster,Spain,Summer
108,5.42,Orange,Tomatoaster,Brazil,Winter
129,9.78,Orange,Tomatosio,Brazil,Summer
73,5.03,Red,Obeliskmato,Turkey,Spring
104,5.17,Red,Obeliskmato,Brazil,Summer
105,5.97,Dark Red,Obeliskmato,Spain,Winter
123,4.46,Red,Tomatosio,India,Summer
151,9.48,Dark Red,Obeliskmato,USA,Fall
133,3.81,Red,Obeliskmato,China,Summer
78,3.80,Red,Tomatoaster,India,Spring
56,7.58,Red,Tomatooryx,India,Summer
213,9.79,Dark Red,Tomatosio,Brazil,Fall
173,8.49,Orange,Tomatoaster,Brazil,Spring
107,4.56,Dark Red,Tomatooryx,China,Summer
81,3.05,Dark Red,Obeliskmato,India,Spring
151,5.38,Dark Red,Tomatosio,USA,Spring
164,9.50,Dark Red,Tomatosio,Brazil,Fall
88,7.88,Orange,Tomatosio,India,Spring
129,3.59,Dark Red,Tomatooryx,India,Summer
78,4.99,Dark Red,Obeliskmato,India,Summer
102,4.39,Dark Red,Tomatooryx,China,Summer
211,4.34,Orange,Tomatoaster,USA,Fall
124,5.90,Red,Tomatoaster,Brazil,Fall
124,6.92,Orange,Tomatosio,Brazil,Spring
125,8.91,Orange,Tomatosio,China,Fall
104,4.47,Red,Obeliskmato,USA,Winter
68,5.27,Dark Red,Tomatooryx,Turkey,Fall
182,9.00,Dark Red,Tomatosio,Brazil,Winter
120,9.71,Dark Red,Obeliskmato,Turkey,Summer
193,4.52,Dark Red,Tomatosio,India,Summer
130,3.22,Dark Red,Tomatosio,USA,Fall
228,6.66,Orange,Obeliskmato,USA,Winter
125,5.45,Orange,Tomatoaster,Spain,Winter
153,8.76,Dark Red,Tomatooryx,Brazil,Summer
74,9.94,Dark Red,Tomatoaster,Spain,Winter
135,5.95,Dark Red,Tomatosio,Turkey,Fall
87,5.59,Red,Tomatooryx,India,Summer
50,5.94,Dark Red,Tomatooryx,China,Spring
98,5.12,Dark Red,Tomatooryx,Turkey,Summer
82,5.52,Dark Red,Obeliskmato,Brazil,Spring
107,5.92,Red,Tomatooryx,China,Summer
123,5.46,Dark Red,Obeliskmato,India,Summer
149,3.61,Red,Obeliskmato,Spain,Spring
225,8.17,Dark Red,Tomatosio,USA,Fall
79,6.03,Dark Red,Obeliskmato,China,Summer
116,6.90,Dark Red,Tomatosio,Spain,Winter
70,8.62,Orange,Obeliskmato,Brazil,Summer
212,4.84,Red,Tomatosio,China,Summer
150,7.70,Orange,Tomatosio,USA,Winter
140,9.23,Dark Red,Tomatosio,Spain,Fall
174,8.10,Orange,Tomatosio,USA,Fall
170,9.14,Dark Red,Tomatoaster,Spain,Winter
113,8.30,Dark Red,Tomatosio,Brazil,Winter
104,8.93,Orange,Tomatoaster,USA,Spring
155,6.75,Red,Tomatosio,India,Winter
145,5.61,Dark Red,Tomatooryx,Turkey,Summer
57,3.81,Red,Obeliskmato,India,Summer
62,5.13,Dark Red,Tomatoaster,Brazil,Winter
129,3.87,Red,Tomatooryx,Turkey,Fall
118,5.69,Dark Red,Obeliskmato,China,Spring
222,5.33,Dark Red,Tomatosio,USA,Spring
116,4.17,Red,Obeliskmato,China,Spring
198,8.20,Orange,Tomatosio,Brazil,Spring
118,9.57,Red,Obeliskmato,Spain,Fall
59,5.52,Red,Obeliskmato,Turkey,Spring
184,5.39,Red,Tomatosio,USA,Fall
226,5.10,Dark Red,Tomatoaster,China,Winter
148,4.44,Orange,Tomatosio,China,Summer
121,3.90,Red,Tomatooryx,India,Summer
151,8.42,Orange,Tomatooryx,Spain,Fall
102,4.82,Dark Red,Tomatooryx,China,Summer
220,4.74,Dark Red,Tomatooryx,Spain,Fall
66,9.18,Dark Red,Tomatosio,Brazil,Spring
142,4.27,Red,Obeliskmato,China,Spring
171,5.15,Dark Red,Tomatosio,India,Winter
123,4.95,Red,Obeliskmato,Brazil,Winter
127,6.65,Orange,Tomatoaster,Brazil,Winter
81,4.74,Dark Red,Tomatooryx,China,Winter
103,3.81,Dark Red,Tomatoaster,China,Summer
79,6.59,Red,Tomatosio,Turkey,Summer
161,3.74,Dark Red,Obeliskmato,India,Spring
225,3.25,Dark Red,Tomatooryx,Brazil,Summer
121,4.73,Red,Obeliskmato,Turkey,Winter
181,6.24,Dark Red,Tomatosio,Spain,Fall
94,5.82,Orange,Tomatooryx,China,Summer
140,7.32,Red,Tomatoaster,USA,Winter
135,5.20,Red,Tomatoaster,China,Spring
188,8.54,Red,Tomatosio,Turkey,Spring
153,9.59,Orange,Tomatoaster,Brazil,Winter
196,6.96,Orange,Obeliskmato,Brazil,Fall
103,9.38,Orange,Tomatoaster,Brazil,Winter
87,4.28,Red,Obeliskmato,India,Spring
133,5.94,Red,Tomatosio,Brazil,Fall
84,3.18,Dark Red,Obeliskmato,India,Winter
113,4.17,Dark Red,Tomatooryx,India,Fall
76,8.51,Dark Red,Obeliskmato,China,Spring
97,3.44,Dark Red,Obeliskmato,Brazil,Spring
117,5.94,Dark Red,Tomatosio,China,Winter
63,7.18,Dark Red,Tomatosio,Turkey,Spring
128,4.15,Red,Tomatoaster,India,Fall
125,5.67,Dark Red,Obeliskmato,USA,Spring
216,5.96,Orange,Tomatosio,Brazil,Winter
153,6.29,Dark Red,Tomatoaster,USA,Spring
69,7.17,Red,Tomatosio,China,Fall
66,3.51,Orange,Tomatooryx,Spain,Summer
112,4.32,Red,Tomatooryx,India,Summer
175,8.19,Dark Red,Tomatoaster,USA,Winter
160,5.83,Orange,Tomatoaster,Turkey,Spring
191,4.32,Dark Red,Tomatosio,Turkey,Winter
133,8.07,Dark Red,Tomatoaster,Spain,Fall
95,3.67,Dark Red,Tomatooryx,Turkey,Spring
144,5.89,Dark Red,Tomatoaster,Brazil,Fall
230,9.63,Dark Red,Tomatoaster,Spain,Fall
131,4.75,Red,Obeliskmato,China,Summer
105,7.56,Dark Red,Obeliskmato,China,Winter
199,8.22,Orange,Tomatoaster,Spain,Fall
97,4.39,Dark Red,Tomatoaster,China,Spring
57,3.92,Red,Obeliskmato,Turkey,Summer
183,3.60,Dark Red,Tomatosio,China,Winter
108,7.87,Red,Obeliskmato,China,Spring
124,6.44,Orange,Tomatoaster,USA,Winter
98,9.99,Dark Red,Obeliskmato,USA,Spring
107,4.00,Red,Obeliskmato,USA,Spring
109,7.65,Dark Red,Tomatosio,USA,Winter
106,3.87,Red,Obeliskmato,India,Winter
126,5.23,Red,Obeliskmato,USA,Spring
184,7.74,Dark Red,Tomatooryx,India,Fall
172,4.27,Red,Tomatoaster,Brazil,Spring
50,3.27,Dark Red,Tomatosio,China,Summer
229,9.63,Orange,Tomatosio,Spain,Fall
67,5.00,Dark Red,Obeliskmato,Spain,Summer
132,7.09,Dark Red,Tomatosio,USA,Spring
134,6.38,Orange,Tomatosio,Brazil,Fall
58,3.27,Red,Tomatooryx,India,Summer
147,4.11,Orange,Obeliskmato,China,Spring
170,8.41,Dark Red,Tomatooryx,Brazil,Winter
212,3.98,Dark Red,Obeliskmato,India,Summer
223,6.48,Orange,Tomatosio,USA,Fall
149,8.00,Orange,Tomatooryx,China,Fall
156,3.24,Orange,Tomatosio,Spain,Summer
173,3.25,Red,Obeliskmato,Spain,Winter
62,9.96,Orange,Tomatoaster,Turkey,Winter
